hero_name,type,name,description,attribute,attribute_detail
Hanzo,Ability,DragonstrikeQ,Launch a deadly Dragon Spirit that devastates enemies it passes through.,area of effect,"4 meter radius, 40 meter length (dragons)"
Hanzo,Ability,DragonstrikeQ,Launch a deadly Dragon Spirit that devastates enemies it passes through.,projectile speed,20 m/s (initial arrow) 15 m/s (dragons)
Hanzo,Ability,DragonstrikeQ,Launch a deadly Dragon Spirit that devastates enemies it passes through.,projectile radius,0.175 meters
Hanzo,Perk,Sonic Disruption,Sonic Arrow hacks nearby Health Packs for 30 seconds.,,
Hanzo,Perk,Scatter Arrows,Storm Arrows split into 3 new projectiles on their first ricochet and bounce 2 extra times.,damage,25
Hanzo,Perk,Scatter Arrows,Storm Arrows split into 3 new projectiles on their first ricochet and bounce 2 extra times.,headshot,✕
Hanzo,Perk,Dragon Fury,"After hitting an enemy with Primary Fire, gain 25% attack speed for 2 seconds.",,
Hanzo,Perk,Yamagami Technique,Wall Climb accelerates your Lunge cooldown by 300%.,,
Hanzo,Ability,Scatter Arrow,Hanzo shoots a fragmenting arrow that ricochets off walls and objects and can strike multiple targets at once.,damage,"Initial shot: See Storm BowScattered:
Fully charged: 75 per arrow
Uncharged: 22 per arrow"
Hanzo,Ability,Scatter Arrow,Hanzo shoots a fragmenting arrow that ricochets off walls and objects and can strike multiple targets at once.,headshot,✓ (x2)
Hanzo,Ability,Scatter Arrow,Hanzo shoots a fragmenting arrow that ricochets off walls and objects and can strike multiple targets at once.,rate of fire,See Storm Bow
Hanzo,Ability,Scatter Arrow,Hanzo shoots a fragmenting arrow that ricochets off walls and objects and can strike multiple targets at once.,bullets per shot,6 scattered arrows
Hanzo,Ability,Scatter Arrow,Hanzo shoots a fragmenting arrow that ricochets off walls and objects and can strike multiple targets at once.,projectile speed,See Storm Bow
Junkrat,Ability,Role: Damage,Damaging an enemy temporarily reduces their healing received.,healing modification,-30% received (non-tanks)-15% received (tanks)
Junkrat,Ability,Role: Damage,Damaging an enemy temporarily reduces their healing received.,duration,2 seconds
Junkrat,Ability,Total Mayhem,Deals no damage to self with explosives. Drop bombs on death.,damage,50
Junkrat,Ability,Total Mayhem,Deals no damage to self with explosives. Drop bombs on death.,headshot,✕
Junkrat,Ability,Total Mayhem,Deals no damage to self with explosives. Drop bombs on death.,bullets per shot,6
Junkrat,Ability,Total Mayhem,Deals no damage to self with explosives. Drop bombs on death.,cast time,0.7 seconds (detonation)
Junkrat,Ability,Frag Launcher,Bouncing explosive projectile weapon.,damage,"45 (direct hit)80 - 10 (splash, enemy)"
Junkrat,Ability,Frag Launcher,Bouncing explosive projectile weapon.,headshot,✕
Junkrat,Ability,Frag Launcher,Bouncing explosive projectile weapon.,rate of fire,1.5 shots/s recovery stops while using melee
Junkrat,Ability,Frag Launcher,Bouncing explosive projectile weapon.,ammo,5
Junkrat,Ability,Frag Launcher,Bouncing explosive projectile weapon.,reload time,1.5 seconds animation
Junkrat,Ability,Frag Launcher,Bouncing explosive projectile weapon.,area of effect,2 meters (splash radius)
Junkrat,Ability,Frag Launcher,Bouncing explosive projectile weapon.,spread angle,None
Junkrat,Ability,Frag Launcher,Bouncing explosive projectile weapon.,knockback speed,"9.4 m/s (max, enemy)4.7 m/s (max, self)"
Junkrat,Ability,Frag Launcher,Bouncing explosive projectile weapon.,projectile speed,25 m/s
Junkrat,Ability,Frag Launcher,Bouncing explosive projectile weapon.,projectile radius,0.325 meters (0.16 meters after second bounce)
Junkrat,Ability,Concussion MineLSHIFT,Throw a knockback mine with LSHIFT then detonate it with .,damage,120 – 55
Junkrat,Ability,Concussion MineLSHIFT,Throw a knockback mine with LSHIFT then detonate it with .,headshot,✕
Junkrat,Ability,Concussion MineLSHIFT,Throw a knockback mine with LSHIFT then detonate it with .,ammo,2 charges
Junkrat,Ability,Concussion MineLSHIFT,Throw a knockback mine with LSHIFT then detonate it with .,health,25
Junkrat,Ability,Concussion MineLSHIFT,Throw a knockback mine with LSHIFT then detonate it with .,cast time,0.128 second for throw + 0.112 s. recovery for detonation
Junkrat,Ability,Concussion MineLSHIFT,Throw a knockback mine with LSHIFT then detonate it with .,duration,Until detonated or replaced
Junkrat,Ability,Concussion MineLSHIFT,Throw a knockback mine with LSHIFT then detonate it with .,area of effect,3 meters radius
Junkrat,Ability,Concussion MineLSHIFT,Throw a knockback mine with LSHIFT then detonate it with .,knockback speed,21.2 m/s
Junkrat,Ability,Concussion MineLSHIFT,Throw a knockback mine with LSHIFT then detonate it with .,projectile speed,25 m/s
Junkrat,Ability,Concussion MineLSHIFT,Throw a knockback mine with LSHIFT then detonate it with .,projectile radius,0.2 meters
Junkrat,Ability,Steel TrapE,Place an immobilizing trap.,damage,100
Junkrat,Ability,Steel TrapE,Place an immobilizing trap.,headshot,✕
Junkrat,Ability,Steel TrapE,Place an immobilizing trap.,health,100
Junkrat,Ability,Steel TrapE,Place an immobilizing trap.,cast time,instantly + 0.33 s recovery  .75 second arming time
Junkrat,Ability,Steel TrapE,Place an immobilizing trap.,duration,Until triggered or replaced (trap)2.5 seconds (root)
Junkrat,Ability,Steel TrapE,Place an immobilizing trap.,area of effect,1 meter radius
Junkrat,Ability,Steel TrapE,Place an immobilizing trap.,projectile speed,17 m/s
Junkrat,Ability,Steel TrapE,Place an immobilizing trap.,projectile radius,None
Junkrat,Ability,RIP-TireQ,Drive and detonate an exploding tire.,damage,600 - 60
Junkrat,Ability,RIP-TireQ,Drive and detonate an exploding tire.,headshot,✕
Junkrat,Ability,RIP-TireQ,Drive and detonate an exploding tire.,health,100
Junkrat,Ability,RIP-TireQ,Drive and detonate an exploding tire.,cast time,1.536 seconds + recovery 0.08 s.
Junkrat,Ability,RIP-TireQ,Drive and detonate an exploding tire.,duration,Up to 10 seconds + recovery 0.9 s.
Junkrat,Ability,RIP-TireQ,Drive and detonate an exploding tire.,area of effect,10 meter radius (max distance)2 meter radius (falloff start)
Junkrat,Ability,RIP-TireQ,Drive and detonate an exploding tire.,movement speed,None (Junkrat)12 m/s (RIP-Tire)
Junkrat,Ability,RIP-TireQ,Drive and detonate an exploding tire.,knockback speed,"8.5 m/s (max, enemy only)"
Junkrat,Perk,Aluminium Frame,Steel Trap's throw range is increased by 50% and trapped enemies cannot be healed.,,
Junkrat,Perk,Nitro Boost,"During RIP-Tire, use (LSHIFT) to gain a quick boost of speed. Doing so reduces RIP-Tire’s damage by 50%.",,
Junkrat,Perk,Frag Cannon,"Frag Launcher’s projectile speed is increased by 40%, but its max ammo is reduced by 1.",,
Junkrat,Perk,Tick Tock,"Concussive Mine strengthens 0.25 second after landing, increasing damage by 50%, explosion radius by 50%, and health by 200%.",,
Mei,Ability,Role: Damage,Damaging an enemy temporarily reduces their healing received.,healing modification,-30% received (non-tanks)-15% received (tanks)
Mei,Ability,Role: Damage,Damaging an enemy temporarily reduces their healing received.,duration,2 seconds
Mei,Ability,Endothermic Blaster,Short-range spray weapon that slows enemies.,damage,5
Mei,Ability,Endothermic Blaster,Short-range spray weapon that slows enemies.,headshot,✕
Mei,Ability,Endothermic Blaster,Short-range spray weapon that slows enemies.,rate of fire,20 shots/s
Mei,Ability,Endothermic Blaster,Short-range spray weapon that slows enemies.,ammo,140
Mei,Ability,Endothermic Blaster,Short-range spray weapon that slows enemies.,reload time,1.5 seconds animation
Mei,Ability,Endothermic Blaster,Short-range spray weapon that slows enemies.,duration,0.6 seconds (slow)
Mei,Ability,Endothermic Blaster,Short-range spray weapon that slows enemies.,max. range,10 meters
Mei,Ability,Endothermic Blaster,Short-range spray weapon that slows enemies.,movement slow,-30%
Mei,Ability,Endothermic Blaster,Short-range spray weapon that slows enemies.,projectile speed,20 m/s
Mei,Ability,Endothermic Blaster,Short-range spray weapon that slows enemies.,projectile radius,0.55 meters
Mei,Ability,Endothermic Blaster Alt Fire,Long-range icicle launcher.,damage,85
Mei,Ability,Endothermic Blaster Alt Fire,Long-range icicle launcher.,headshot,✓ (x2)
Mei,Ability,Endothermic Blaster Alt Fire,Long-range icicle launcher.,rate of fire,1 shot per 0.8 seconds
Mei,Ability,Endothermic Blaster Alt Fire,Long-range icicle launcher.,ammo consumption,10 per shot
Mei,Ability,Endothermic Blaster Alt Fire,Long-range icicle launcher.,ammo,140
Mei,Ability,Endothermic Blaster Alt Fire,Long-range icicle launcher.,reload time,1.5 seconds animation
Mei,Ability,Endothermic Blaster Alt Fire,Long-range icicle launcher.,cast time,0.4 seconds + 0.4 s. recovery for shoot
Mei,Ability,Endothermic Blaster Alt Fire,Long-range icicle launcher.,spread angle,None
Mei,Ability,Endothermic Blaster Alt Fire,Long-range icicle launcher.,projectile speed,115 meters per second
Mei,Ability,Endothermic Blaster Alt Fire,Long-range icicle launcher.,projectile radius,0.2 meters
Mei,Ability,Cryo-FreezeLSHIFT,Become invulnerable and heal yourself.,healing,62.5 per second
Mei,Ability,Cryo-FreezeLSHIFT,Become invulnerable and heal yourself.,duration,0.44 seconds min. duration5 seconds max. duration0.24 seconds recovery
Mei,Ability,Ice WallE,Create a wall in front of you.,health,250 per pillar5 pillars
Mei,Ability,Ice WallE,Create a wall in front of you.,duration,Up to 5 seconds0.5 seconds recovery
Mei,Ability,Ice WallE,Create a wall in front of you.,max. range,25 meters
Mei,Ability,Ice WallE,Create a wall in front of you.,area of effect,"3 meters height, 8 meters width"
Mei,Ability,BlizzardQ,Launch a weather control drone that freezes enemies in a wide area.,damage,20 per second
Mei,Ability,BlizzardQ,Launch a weather control drone that freezes enemies in a wide area.,headshot,✕
Mei,Ability,BlizzardQ,Launch a weather control drone that freezes enemies in a wide area.,cast time,0.4 seconds (throw)
Mei,Ability,BlizzardQ,Launch a weather control drone that freezes enemies in a wide area.,duration,4.25 seconds
Mei,Ability,BlizzardQ,Launch a weather control drone that freezes enemies in a wide area.,area of effect,10 meters radius
Mei,Ability,BlizzardQ,Launch a weather control drone that freezes enemies in a wide area.,movement slow,-40% (initial)-20% per second (ramping)-75% (max)
Mei,Ability,BlizzardQ,Launch a weather control drone that freezes enemies in a wide area.,projectile speed,20 meters per second
Mei,Ability,BlizzardQ,Launch a weather control drone that freezes enemies in a wide area.,projectile radius,None
Mei,Perk,Biting Cold,Secondary fire hits slow enemies by 20% for 1.5 seconds.,,
Mei,Perk,Permafrost,Ice Wall's duration is increased by 2 seconds.,,
Mei,Perk,Deep Freeze,Continuously hitting enemies with primary fire freezes them for a short time.,duration,1 second
Mei,Perk,Cryo-Storm,Cryo-Freeze slows and deals 70 damage per second to nearby enemies.,,
Mei,Ability,Deep Chill,Deal continuous damage with primary fire to significantly slow an enemy. Secondary fire deals additional damage to affected enemies.,damage,40
Mei,Ability,Deep Chill,Deal continuous damage with primary fire to significantly slow an enemy. Secondary fire deals additional damage to affected enemies.,headshot,✕
Mei,Ability,Deep Chill,Deal continuous damage with primary fire to significantly slow an enemy. Secondary fire deals additional damage to affected enemies.,duration,1.5 seconds
Mei,Ability,Deep Chill,Deal continuous damage with primary fire to significantly slow an enemy. Secondary fire deals additional damage to affected enemies.,movement speed,-75% slow
Mei,Perk,Chilling Reach,Primary fire’s range is increased by 30%.,,
Pharah,Ability,Role: Damage,Damaging an enemy temporarily reduces their healing received.,healing modification,-30% received (non-tanks)-15% received (tanks)
Pharah,Ability,Role: Damage,Damaging an enemy temporarily reduces their healing received.,duration,2 seconds
Pharah,Ability,Hover JetsSPACE,Hold to hover.,duration,Up to 2 seconds
Pharah,Ability,Hover JetsSPACE,Hold to hover.,movement speed,4.66 m/s (vertical)
Pharah,Ability,Hover JetsSPACE,Hold to hover.,mov. speed buff,+40% (horizontal)
Pharah,Ability,Rocket Launcher,Long-range explosive projectile weapon.,damage,"40 (direct hit)80 – 24.6 (splash, enemy)20 – 6.15 (splash, self)"
Pharah,Ability,Rocket Launcher,Long-range explosive projectile weapon.,headshot,✕
Pharah,Ability,Rocket Launcher,Long-range explosive projectile weapon.,rate of fire,1.25 shots/second
Pharah,Ability,Rocket Launcher,Long-range explosive projectile weapon.,ammo,6
Pharah,Ability,Rocket Launcher,Long-range explosive projectile weapon.,reload time,1.5 seconds animation
Pharah,Ability,Rocket Launcher,Long-range explosive projectile weapon.,area of effect,2.5 meter radius (explosion)
Pharah,Ability,Rocket Launcher,Long-range explosive projectile weapon.,spread angle,None
Pharah,Ability,Rocket Launcher,Long-range explosive projectile weapon.,knockback speed,"7 m/s (max, enemy)14.1 m/s (max, self)"
Pharah,Ability,Rocket Launcher,Long-range explosive projectile weapon.,projectile speed,40 m/s
Pharah,Ability,Rocket Launcher,Long-range explosive projectile weapon.,projectile radius,0.325 meters
Pharah,Ability,Jet Dash,Boost horizontally.,cast time,None
Pharah,Ability,Jet Dash,Boost horizontally.,duration,0.85 seconds
Pharah,Ability,Jet Dash,Boost horizontally.,movement speed,19 m/s
Pharah,Ability,Jump JetLSHIFT,Fly rapidly upwards. Grants some fuel.,cast time,None
Pharah,Ability,Jump JetLSHIFT,Fly rapidly upwards. Grants some fuel.,duration,0.85 seconds
Pharah,Ability,Jump JetLSHIFT,Fly rapidly upwards. Grants some fuel.,max. range,8.4 meters (vertical)
Pharah,Ability,Jump JetLSHIFT,Fly rapidly upwards. Grants some fuel.,movement speed,21.1 m/s
Pharah,Ability,Concussive BlastE,Launch an explosive blast to knock back enemies.,damage,30 (direct hit only)
Pharah,Ability,Concussive BlastE,Launch an explosive blast to knock back enemies.,headshot,✕
Pharah,Ability,Concussive BlastE,Launch an explosive blast to knock back enemies.,cast time,0.16 + 0.50 seconds
Pharah,Ability,Concussive BlastE,Launch an explosive blast to knock back enemies.,area of effect,8 meter radius
Pharah,Ability,Concussive BlastE,Launch an explosive blast to knock back enemies.,knockback speed,31 m/s (direct)20.6 m/s (splash)
Pharah,Ability,Concussive BlastE,Launch an explosive blast to knock back enemies.,projectile speed,60 m/s
Pharah,Ability,Concussive BlastE,Launch an explosive blast to knock back enemies.,projectile radius,0.225 meters
Pharah,Ability,BarrageQ,Launch a continuous volley of mini-rockets.,damage,"10 (direct hit)30 – 9 (splash, enemy)15 – 4.5 (splash, self)"
Pharah,Ability,BarrageQ,Launch a continuous volley of mini-rockets.,headshot,✕
Pharah,Ability,BarrageQ,Launch a continuous volley of mini-rockets.,rate of fire,30 rockets per second
Pharah,Ability,BarrageQ,Launch a continuous volley of mini-rockets.,cast time,None
Pharah,Ability,BarrageQ,Launch a continuous volley of mini-rockets.,duration,2.5 seconds
Pharah,Ability,BarrageQ,Launch a continuous volley of mini-rockets.,area of effect,2 meter explosion radius
Pharah,Ability,BarrageQ,Launch a continuous volley of mini-rockets.,projectile speed,45 m/s
Pharah,Ability,BarrageQ,Launch a continuous volley of mini-rockets.,projectile radius,0.075 meters
Pharah,Perk,Drift Thrusters,Pharah can move while Barrage is active.,mov. speed penalty,-20%
Pharah,Perk,Helix Shields,Convert 125 health to shields. Direct hits with the Rocket Launcher triggers passive shield regeneration.,,
Pharah,Perk,Concussive Implosion,Concussive Blast’s knockback is inverted to a pull in.,damage,30 (direct hit only)
Pharah,Perk,Concussive Implosion,Concussive Blast’s knockback is inverted to a pull in.,headshot,✕
Pharah,Perk,Concussive Implosion,Concussive Blast’s knockback is inverted to a pull in.,cast time,0.16 + 0.50 seconds
Pharah,Perk,Concussive Implosion,Concussive Blast’s knockback is inverted to a pull in.,area of effect,8 meter radius
Pharah,Perk,Concussive Implosion,Concussive Blast’s knockback is inverted to a pull in.,knockback speed,15 m/s
Pharah,Perk,Concussive Implosion,Concussive Blast’s knockback is inverted to a pull in.,projectile speed,60 m/s
Pharah,Perk,Concussive Implosion,Concussive Blast’s knockback is inverted to a pull in.,projectile radius,0.225 meters
Pharah,Perk,Fuel Stores,Jet Dash grants 50% fuel. Maximum overfuel is increased by 100%.,,
Reaper,Ability,Role: Damage,Damaging an enemy temporarily reduces their healing received.,healing modification,-30% received (non-tanks)-15% received (tanks)
Reaper,Ability,Role: Damage,Damaging an enemy temporarily reduces their healing received.,duration,2 seconds
Reaper,Ability,The Reaping,Dealing damage heals you.,healing,30% of damage dealt
Reaper,Ability,Hellfire Shotguns,Short-range spread weapons.,damage,5.75 – 1.725 per pellet115 – 34.5 per shot
Reaper,Ability,Hellfire Shotguns,Short-range spread weapons.,falloff range,10 – 20 meters
Reaper,Ability,Hellfire Shotguns,Short-range spread weapons.,headshot,✓ (x2)
Reaper,Ability,Hellfire Shotguns,Short-range spread weapons.,rate of fire,2 shots/s
Reaper,Ability,Hellfire Shotguns,Short-range spread weapons.,bullets per shot,20
Reaper,Ability,Hellfire Shotguns,Short-range spread weapons.,ammo consumption,1
Reaper,Ability,Hellfire Shotguns,Short-range spread weapons.,ammo,8
Reaper,Ability,Hellfire Shotguns,Short-range spread weapons.,reload time,1.5 seconds animation
Reaper,Ability,Hellfire Shotguns,Short-range spread weapons.,spread angle,6 degrees
Reaper,Ability,Hellfire Shotguns,Short-range spread weapons.,projectile radius,0.05 meters
Reaper,Ability,Wraith FormLSHIFT,"Move faster and become invulnerable, but you cannot shoot.",cast time,0.4 seconds recovery
Reaper,Ability,Wraith FormLSHIFT,"Move faster and become invulnerable, but you cannot shoot.",duration,0.4 seconds (min)3 seconds (max)
Reaper,Ability,Wraith FormLSHIFT,"Move faster and become invulnerable, but you cannot shoot.",max. range,24.75 meters
Reaper,Ability,Wraith FormLSHIFT,"Move faster and become invulnerable, but you cannot shoot.",mov. speed buff,+50%
Reaper,Ability,Shadow StepE,Teleport to a targeted location.,cast time,1.15 + 0.13 seconds
Reaper,Ability,Shadow StepE,Teleport to a targeted location.,duration,0.53 seconds (teleport)0.98 seconds (invulnerability)
Reaper,Ability,Shadow StepE,Teleport to a targeted location.,max. range,35 meters
Reaper,Ability,Death BlossomQ,Damage all nearby enemies.,damage,185/s per enemy
Reaper,Ability,Death BlossomQ,Damage all nearby enemies.,headshot,✕
Reaper,Ability,Death BlossomQ,Damage all nearby enemies.,duration,3 seconds
Reaper,Ability,Death BlossomQ,Damage all nearby enemies.,area of effect,8 meter radius
Reaper,Ability,Death BlossomQ,Damage all nearby enemies.,mov. speed penalty,-50%
Reaper,Perk,Death's Shadow,Shadow Step reloads hellfire shotguns and has 25% increased range.,,
Reaper,Perk,Soul Reaving,Collect Soul Globes from dead enemies to restore 50 health.,healing,50
Reaper,Perk,Dire Triggers,Use (RMB) to fire a volley with long range accuracy from both Hellfire shotguns.,damage,3.45 - 1.035 (per pellet)69 - 20.7 (per blast)138 - 41.4 (both blasts)
Reaper,Perk,Dire Triggers,Use (RMB) to fire a volley with long range accuracy from both Hellfire shotguns.,falloff range,25 - 35 meters
Reaper,Perk,Dire Triggers,Use (RMB) to fire a volley with long range accuracy from both Hellfire shotguns.,headshot,✓ (x2)
Reaper,Perk,Dire Triggers,Use (RMB) to fire a volley with long range accuracy from both Hellfire shotguns.,bullets per shot,20 per blast2 blasts per shot
Reaper,Perk,Dire Triggers,Use (RMB) to fire a volley with long range accuracy from both Hellfire shotguns.,ammo consumption,2
Reaper,Perk,Dire Triggers,Use (RMB) to fire a volley with long range accuracy from both Hellfire shotguns.,cast time,0 + 0.5 seconds
Reaper,Perk,Dire Triggers,Use (RMB) to fire a volley with long range accuracy from both Hellfire shotguns.,spread angle,3 degrees
Reaper,Perk,Dire Triggers,Use (RMB) to fire a volley with long range accuracy from both Hellfire shotguns.,cooldown,4 seconds
Reaper,Perk,Ravenous Wraith,Leaving Wraith Form grants 40% additional lifesteal for 3 seconds.,,
Sojourn,Ability,Role: Damage,Damaging an enemy temporarily reduces their healing received.,healing modification,-30% received (non-tanks)-15% received (tanks)
Sojourn,Ability,Role: Damage,Damaging an enemy temporarily reduces their healing received.,duration,2 seconds
Sojourn,Ability,Railgun,Rapid firing projectiles that generate energy on hit.,damage,9
Sojourn,Ability,Railgun,Rapid firing projectiles that generate energy on hit.,headshot,✓ (x2)
Sojourn,Ability,Railgun,Rapid firing projectiles that generate energy on hit.,rate of fire,15 shots/s
Sojourn,Ability,Railgun,Rapid firing projectiles that generate energy on hit.,ammo consumption,1
Sojourn,Ability,Railgun,Rapid firing projectiles that generate energy on hit.,ammo,45
Sojourn,Ability,Railgun,Rapid firing projectiles that generate energy on hit.,reload time,1.2 seconds
Sojourn,Ability,Railgun,Rapid firing projectiles that generate energy on hit.,spread angle,1.6 degrees
Sojourn,Ability,Railgun,Rapid firing projectiles that generate energy on hit.,projectile speed,160 m/s
Sojourn,Ability,Railgun,Rapid firing projectiles that generate energy on hit.,projectile radius,0.175 meters
Sojourn,Ability,Railgun Alt Fire,High impact shot that consumes stored energy and pierces enemies.,damage,120 - 60 (max charge)21 - 10.5 (min charge)
Sojourn,Ability,Railgun Alt Fire,High impact shot that consumes stored energy and pierces enemies.,falloff range,40 – 60 meters
Sojourn,Ability,Railgun Alt Fire,High impact shot that consumes stored energy and pierces enemies.,headshot,✓ (x1.5)
Sojourn,Ability,Railgun Alt Fire,High impact shot that consumes stored energy and pierces enemies.,cast time,~0.65 seconds recovery [verify]
Sojourn,Ability,Railgun Alt Fire,High impact shot that consumes stored energy and pierces enemies.,projectile radius,0.14 meters
Sojourn,Ability,Railgun Alt Fire,High impact shot that consumes stored energy and pierces enemies.,cooldown,None
Sojourn,Ability,Power SlideLSHIFT,Ground slide that can cancel into a high jump.,duration,1 second
Sojourn,Ability,Power SlideLSHIFT,Ground slide that can cancel into a high jump.,max. range,13 meters (slide)11.7 meters (jump)
Sojourn,Ability,Power SlideLSHIFT,Ground slide that can cancel into a high jump.,movement speed,"17 m/s (jump, vertical)"
Sojourn,Ability,Power SlideLSHIFT,Ground slide that can cancel into a high jump.,mov. speed buff,"+160% (slide)+273% (jump, horizontal)"
Sojourn,Ability,Disruptor ShotE,Launch an energy burst that deals damage to enemies within it.,damage,80 per second280 total
Sojourn,Ability,Disruptor ShotE,Launch an energy burst that deals damage to enemies within it.,headshot,✕
Sojourn,Ability,Disruptor ShotE,Launch an energy burst that deals damage to enemies within it.,duration,3.5 seconds
Sojourn,Ability,Disruptor ShotE,Launch an energy burst that deals damage to enemies within it.,max. range,30 meters
Sojourn,Ability,Disruptor ShotE,Launch an energy burst that deals damage to enemies within it.,area of effect,4 meters
Sojourn,Ability,Disruptor ShotE,Launch an energy burst that deals damage to enemies within it.,projectile speed,30 m/s
Sojourn,Ability,Disruptor ShotE,Launch an energy burst that deals damage to enemies within it.,projectile radius,0.2 meters
Sojourn,Ability,OverclockQ,Railgun energy auto-charges for a short duration.,cast time,0 + 0.74 seconds
Sojourn,Ability,OverclockQ,Railgun energy auto-charges for a short duration.,duration,8 seconds
Sojourn,Perk,Extended Mag,Maximum ammo increased by 15.,,
Sojourn,Perk,Overcharged,Railgun’s maximum energy is increased by 50 while Overclock is active.,,
Sojourn,Perk,Dual Thrusters,Power Slide gains an additional charge and its jump height shifts to lateral movement.,,
Sojourn,Perk,Adhesive Siphon,Disruptor Shot can stick to enemies and generates Railgun energy when dealing damage.,,
Soldier: 76,Ability,Role: Damage,Damaging an enemy temporarily reduces their healing received.,healing modification,-30% received (non-tanks)-15% received (tanks)
Soldier: 76,Ability,Role: Damage,Damaging an enemy temporarily reduces their healing received.,duration,2 seconds
Soldier: 76,Ability,Heavy Pulse Rifle,Automatic assault weapon.,damage,19 - 5.7
Soldier: 76,Ability,Heavy Pulse Rifle,Automatic assault weapon.,falloff range,30 - 50 meters
Soldier: 76,Ability,Heavy Pulse Rifle,Automatic assault weapon.,headshot,✓ (x2)
Soldier: 76,Ability,Heavy Pulse Rifle,Automatic assault weapon.,rate of fire,9 rounds per second
Soldier: 76,Ability,Heavy Pulse Rifle,Automatic assault weapon.,ammo,30
Soldier: 76,Ability,Heavy Pulse Rifle,Automatic assault weapon.,reload time,1.5 seconds animation
Soldier: 76,Ability,Heavy Pulse Rifle,Automatic assault weapon.,projectile radius,0.07 meters
Soldier: 76,Ability,Helix Rockets,Launch a volley of explosive rockets.,damage,"40 (direct hit bonus)80 – 40 (splash, enemy)40 – 20 (splash, self)"
Soldier: 76,Ability,Helix Rockets,Launch a volley of explosive rockets.,headshot,✕
Soldier: 76,Ability,Helix Rockets,Launch a volley of explosive rockets.,duration,0.5 seconds recovery for primary
Soldier: 76,Ability,Helix Rockets,Launch a volley of explosive rockets.,area of effect,3 meter radius
Soldier: 76,Ability,Helix Rockets,Launch a volley of explosive rockets.,knockback speed,7.2 m/s (max)
Soldier: 76,Ability,Helix Rockets,Launch a volley of explosive rockets.,projectile speed,50 m/s
Soldier: 76,Ability,Helix Rockets,Launch a volley of explosive rockets.,projectile radius,0.32 meters
Soldier: 76,Ability,SprintLSHIFT,Run faster while moving forward.,duration,∞
Soldier: 76,Ability,SprintLSHIFT,Run faster while moving forward.,mov. speed buff,+50%
Soldier: 76,Ability,Biotic FieldE,Deploy a field that heals you and your allies.,healing,40 per second
Soldier: 76,Ability,Biotic FieldE,Deploy a field that heals you and your allies.,cast time,0.54 seconds (cannot be canceled by enemy)
Soldier: 76,Ability,Biotic FieldE,Deploy a field that heals you and your allies.,duration,5 seconds
Soldier: 76,Ability,Biotic FieldE,Deploy a field that heals you and your allies.,area of effect,4.5 meter radius
Soldier: 76,Ability,Tactical VisorQ,Automatically aims your weapon at targets in view.,headshot,✓ (x2)
Soldier: 76,Ability,Tactical VisorQ,Automatically aims your weapon at targets in view.,reload time,0.65 seconds
Soldier: 76,Ability,Tactical VisorQ,Automatically aims your weapon at targets in view.,cast time,1.2 seconds
Soldier: 76,Ability,Tactical VisorQ,Automatically aims your weapon at targets in view.,duration,6 seconds
Soldier: 76,Perk,Recycled Pulse Munitions,Helix Rockets reload 15 ammo if they damage an enemy.,,
Soldier: 76,Perk,Field Emergency,Biotic Field’s healing is increased by 100% on allies below half health.,,
Soldier: 76,Perk,Agility Training,Sprint’s speed is increased by 20% and reload can be performed while sprint is active.,,
Soldier: 76,Perk,Stim Pack,"Biotic Field can be used as a Stim Pack, dealing 75 self-damage but increasing Attack Speed and Reload Speed by 30% for 4 seconds.",duration,4 seconds
Sombra,Ability,Role: Damage,Damaging an enemy temporarily reduces their healing received.,healing modification,-30% received (non-tanks)-15% received (tanks)
Sombra,Ability,Role: Damage,Damaging an enemy temporarily reduces their healing received.,duration,2 seconds
Sombra,Ability,Opportunist,"You detect critically injured enemies through walls, and deal more damage to hacked enemies.",,
Sombra,Ability,Machine Pistol,Short-range automatic weapon.,damage,8 - 2.4
Sombra,Ability,Machine Pistol,Short-range automatic weapon.,falloff range,15 - 35 meters
Sombra,Ability,Machine Pistol,Short-range automatic weapon.,headshot,✓ (x2)
Sombra,Ability,Machine Pistol,Short-range automatic weapon.,rate of fire,20 shots/s
Sombra,Ability,Machine Pistol,Short-range automatic weapon.,ammo,60
Sombra,Ability,Machine Pistol,Short-range automatic weapon.,reload time,1.2 seconds animation
Sombra,Ability,Machine Pistol,Short-range automatic weapon.,spread angle,0 - 2.16 degrees
Sombra,Ability,Machine Pistol,Short-range automatic weapon.,projectile radius,0.04 meters
Sombra,Ability,Hack,Hold to hack. Hacked enemies cannot use abilities and can be seen through walls. Hacked health packs spawn faster and can't be used by enemies. Taking damage interrupts the hack attempt.,cast time,0.65 + 0.4 seconds
Sombra,Ability,Hack,Hold to hack. Hacked enemies cannot use abilities and can be seen through walls. Hacked health packs spawn faster and can't be used by enemies. Taking damage interrupts the hack attempt.,duration,"8 seconds (reveal, heroes)1.0 seconds (ability disable, heroes)45 seconds (health packs)10 seconds (disable, objects)3 seconds (disable,  B.O.B.)"
Sombra,Ability,Hack,Hold to hack. Hacked enemies cannot use abilities and can be seen through walls. Hacked health packs spawn faster and can't be used by enemies. Taking damage interrupts the hack attempt.,max. range,15 meters
Sombra,Ability,VirusLSHIFT,Infect enemies with a projectile that deals damage over time. Virus damages hacked targets at a faster rate.,damage,"35 (impact, normal)70 (impact, hacked)75 (DoT)"
